Date,GEO,Products and product groups,VALUE
2018-03-01,Newfoundland and Labrador,All-items,137.5
2018-04-01,Newfoundland and Labrador,All-items,137.7
2018-05-01,Newfoundland and Labrador,All-items,137.8
2018-06-01,Newfoundland and Labrador,All-items,138.1
2018-07-01,Newfoundland and Labrador,All-items,139.1
2018-08-01,Newfoundland and Labrador,All-items,138.9
2018-09-01,Newfoundland and Labrador,All-items,138.3
2018-10-01,Newfoundland and Labrador,All-items,139.0
2018-11-01,Newfoundland and Labrador,All-items,137.8
2018-12-01,Newfoundland and Labrador,All-items,136.9
2019-01-01,Newfoundland and Labrador,All-items,137.0
2019-02-01,Newfoundland and Labrador,All-items,138.0
2019-03-01,Newfoundland and Labrador,All-items,139.1
2019-04-01,Newfoundland and Labrador,All-items,139.7
2019-05-01,Newfoundland and Labrador,All-items,140.0
2019-06-01,Newfoundland and Labrador,All-items,139.4
2019-07-01,Newfoundland and Labrador,All-items,140.1
2019-08-01,Newfoundland and Labrador,All-items,139.9
2019-09-01,Newfoundland and Labrador,All-items,139.0
2019-10-01,Newfoundland and Labrador,All-items,139.7
2019-11-01,Newfoundland and Labrador,All-items,139.9
2019-12-01,Newfoundland and Labrador,All-items,139.6
2020-01-01,Newfoundland and Labrador,All-items,140.0
2020-02-01,Newfoundland and Labrador,All-items,140.3
2020-03-01,Newfoundland and Labrador,All-items,139.2
2020-04-01,Newfoundland and Labrador,All-items,137.6
2020-05-01,Newfoundland and Labrador,All-items,138.2
2020-06-01,Newfoundland and Labrador,All-items,139.5
2020-07-01,Newfoundland and Labrador,All-items,139.6
2020-08-01,Newfoundland and Labrador,All-items,139.1
2020-09-01,Newfoundland and Labrador,All-items,139.4
2020-10-01,Newfoundland and Labrador,All-items,140.5
2020-11-01,Newfoundland and Labrador,All-items,141.0
2020-12-01,Newfoundland and Labrador,All-items,140.4
2021-01-01,Newfoundland and Labrador,All-items,142.1
2021-02-01,Newfoundland and Labrador,All-items,142.0
2021-03-01,Newfoundland and Labrador,All-items,142.9
2021-04-01,Newfoundland and Labrador,All-items,143.5
2021-05-01,Newfoundland and Labrador,All-items,144.3
2021-06-01,Newfoundland and Labrador,All-items,144.4
2021-07-01,Newfoundland and Labrador,All-items,145.8
2021-08-01,Newfoundland and Labrador,All-items,145.8
2021-09-01,Newfoundland and Labrador,All-items,145.6
2021-10-01,Newfoundland and Labrador,All-items,146.8
2021-11-01,Newfoundland and Labrador,All-items,146.9
2018-01-01,Newfoundland and Labrador,Food,144.8
2018-02-01,Newfoundland and Labrador,Food,145.8
2018-03-01,Newfoundland and Labrador,Food,145.6
2018-04-01,Newfoundland and Labrador,Food,146.2
2018-05-01,Newfoundland and Labrador,Food,145.6
2018-06-01,Newfoundland and Labrador,Food,146.4
2018-07-01,Newfoundland and Labrador,Food,146.3
2018-08-01,Newfoundland and Labrador,Food,147.0
2018-09-01,Newfoundland and Labrador,Food,145.4
2018-10-01,Newfoundland and Labrador,Food,144.0
2018-11-01,Newfoundland and Labrador,Food,145.1
2018-12-01,Newfoundland and Labrador,Food,143.9
2019-01-01,Newfoundland and Labrador,Food,147.2
2019-02-01,Newfoundland and Labrador,Food,146.9
2019-03-01,Newfoundland and Labrador,Food,147.7
2019-04-01,Newfoundland and Labrador,Food,146.4
2019-05-01,Newfoundland and Labrador,Food,147.8
2019-06-01,Newfoundland and Labrador,Food,148.8
2019-07-01,Newfoundland and Labrador,Food,150.0
2019-08-01,Newfoundland and Labrador,Food,150.3
2019-09-01,Newfoundland and Labrador,Food,149.4
2019-10-01,Newfoundland and Labrador,Food,147.8
2019-11-01,Newfoundland and Labrador,Food,148.8
2019-12-01,Newfoundland and Labrador,Food,147.8
2020-01-01,Newfoundland and Labrador,Food,149.2
2020-02-01,Newfoundland and Labrador,Food,150.2
2020-03-01,Newfoundland and Labrador,Food,150.8
2020-04-01,Newfoundland and Labrador,Food,150.9
2020-05-01,Newfoundland and Labrador,Food,153.1
2020-06-01,Newfoundland and Labrador,Food,152.4
2020-07-01,Newfoundland and Labrador,Food,151.6
2020-08-01,Newfoundland and Labrador,Food,150.4
2020-09-01,Newfoundland and Labrador,Food,149.8
2020-10-01,Newfoundland and Labrador,Food,150.2
2020-11-01,Newfoundland and Labrador,Food,151.8
2020-12-01,Newfoundland and Labrador,Food,149.2
2021-01-01,Newfoundland and Labrador,Food,151.2
2021-02-01,Newfoundland and Labrador,Food,151.2
2021-03-01,Newfoundland and Labrador,Food,152.3
2021-04-01,Newfoundland and Labrador,Food,151.9
2021-05-01,Newfoundland and Labrador,Food,154.1
2021-06-01,Newfoundland and Labrador,Food,154.5
2021-07-01,Newfoundland and Labrador,Food,156.0
2021-08-01,Newfoundland and Labrador,Food,155.8
2021-09-01,Newfoundland and Labrador,Food,155.9
2021-10-01,Newfoundland and Labrador,Food,157.5
2021-11-01,Newfoundland and Labrador,Food,157.7
2018-01-01,Newfoundland and Labrador,Shelter,158.5
2018-02-01,Newfoundland and Labrador,Shelter,158.1
2018-03-01,Newfoundland and Labrador,Shelter,158.1
2018-04-01,Newfoundland and Labrador,Shelter,159.0
2018-05-01,Newfoundland and Labrador,Shelter,160.1
2018-06-01,Newfoundland and Labrador,Shelter,160.4
2018-07-01,Newfoundland and Labrador,Shelter,162.7
2018-08-01,Newfoundland and Labrador,Shelter,162.5
2018-09-01,Newfoundland and Labrador,Shelter,163.3
2018-10-01,Newfoundland and Labrador,Shelter,163.8
2018-11-01,Newfoundland and Labrador,Shelter,163.6
2018-12-01,Newfoundland and Labrador,Shelter,162.0
2019-01-01,Newfoundland and Labrador,Shelter,161.1
2019-02-01,Newfoundland and Labrador,Shelter,162.0
2019-03-01,Newfoundland and Labrador,Shelter,162.8
2019-04-01,Newfoundland and Labrador,Shelter,163.4
2019-05-01,Newfoundland and Labrador,Shelter,163.6
2019-06-01,Newfoundland and Labrador,Shelter,162.6
2019-07-01,Newfoundland and Labrador,Shelter,162.6
2019-08-01,Newfoundland and Labrador,Shelter,162.2
2019-09-01,Newfoundland and Labrador,Shelter,162.4
2019-10-01,Newfoundland and Labrador,Shelter,164.9
2019-11-01,Newfoundland and Labrador,Shelter,166.1
2019-12-01,Newfoundland and Labrador,Shelter,166.8
2020-01-01,Newfoundland and Labrador,Shelter,166.6
2020-02-01,Newfoundland and Labrador,Shelter,165.4
2020-03-01,Newfoundland and Labrador,Shelter,165.3
2020-04-01,Newfoundland and Labrador,Shelter,164.5
2020-05-01,Newfoundland and Labrador,Shelter,162.7
2020-06-01,Newfoundland and Labrador,Shelter,163.8
2020-07-01,Newfoundland and Labrador,Shelter,165.3
2020-08-01,Newfoundland and Labrador,Shelter,164.4
2020-09-01,Newfoundland and Labrador,Shelter,165.7
2020-10-01,Newfoundland and Labrador,Shelter,165.4
2020-11-01,Newfoundland and Labrador,Shelter,166.8
2020-12-01,Newfoundland and Labrador,Shelter,166.6
2021-01-01,Newfoundland and Labrador,Shelter,167.3
2021-02-01,Newfoundland and Labrador,Shelter,166.4
2021-03-01,Newfoundland and Labrador,Shelter,167.6
2021-04-01,Newfoundland and Labrador,Shelter,168.4
2021-05-01,Newfoundland and Labrador,Shelter,169.0
2021-06-01,Newfoundland and Labrador,Shelter,169.3
2021-07-01,Newfoundland and Labrador,Shelter,170.4
2021-08-01,Newfoundland and Labrador,Shelter,170.3
2021-09-01,Newfoundland and Labrador,Shelter,170.4
2021-10-01,Newfoundland and Labrador,Shelter,170.4
2021-11-01,Newfoundland and Labrador,Shelter,170.8
2018-01-01,Newfoundland and Labrador,"Household operations, furnishings and equipment",124.6
2018-02-01,Newfoundland and Labrador,"Household operations, furnishings and equipment",124.9
2018-03-01,Newfoundland and Labrador,"Household operations, furnishings and equipment",125.0
2018-04-01,Newfoundland and Labrador,"Household operations, furnishings and equipment",125.9
2018-05-01,Newfoundland and Labrador,"Household operations, furnishings and equipment",124.0
2018-06-01,Newfoundland and Labrador,"Household operations, furnishings and equipment",123.7
2018-07-01,Newfoundland and Labrador,"Household operations, furnishings and equipment",124.1
2018-08-01,Newfoundland and Labrador,"Household operations, furnishings and equipment",123.7
2018-09-01,Newfoundland and Labrador,"Household operations, furnishings and equipment",124.0
2018-10-01,Newfoundland and Labrador,"Household operations, furnishings and equipment",125.1
2018-11-01,Newfoundland and Labrador,"Household operations, furnishings and equipment",124.0
2018-12-01,Newfoundland and Labrador,"Household operations, furnishings and equipment",122.9
2019-01-01,Newfoundland and Labrador,"Household operations, furnishings and equipment",123.2
2019-02-01,Newfoundland and Labrador,"Household operations, furnishings and equipment",123.6
2019-03-01,Newfoundland and Labrador,"Household operations, furnishings and equipment",123.2
2019-04-01,Newfoundland and Labrador,"Household operations, furnishings and equipment",123.2
2019-05-01,Newfoundland and Labrador,"Household operations, furnishings and equipment",123.1
2019-06-01,Newfoundland and Labrador,"Household operations, furnishings and equipment",122.9
2019-07-01,Newfoundland and Labrador,"Household operations, furnishings and equipment",122.3
2019-08-01,Newfoundland and Labrador,"Household operations, furnishings and equipment",122.3
2019-09-01,Newfoundland and Labrador,"Household operations, furnishings and equipment",121.9
2019-10-01,Newfoundland and Labrador,"Household operations, furnishings and equipment",122.0
2019-11-01,Newfoundland and Labrador,"Household operations, furnishings and equipment",121.8
2019-12-01,Newfoundland and Labrador,"Household operations, furnishings and equipment",120.8
2020-01-01,Newfoundland and Labrador,"Household operations, furnishings and equipment",120.7
2020-02-01,Newfoundland and Labrador,"Household operations, furnishings and equipment",121.6
2020-03-01,Newfoundland and Labrador,"Household operations, furnishings and equipment",121.6
2020-04-01,Newfoundland and Labrador,"Household operations, furnishings and equipment",122.3
2020-05-01,Newfoundland and Labrador,"Household operations, furnishings and equipment",122.2
2020-06-01,Newfoundland and Labrador,"Household operations, furnishings and equipment",121.8
2020-07-01,Newfoundland and Labrador,"Household operations, furnishings and equipment",122.3
2020-08-01,Newfoundland and Labrador,"Household operations, furnishings and equipment",123.0
2020-09-01,Newfoundland and Labrador,"Household operations, furnishings and equipment",123.4
2020-10-01,Newfoundland and Labrador,"Household operations, furnishings and equipment",123.2
2020-11-01,Newfoundland and Labrador,"Household operations, furnishings and equipment",123.0
2020-12-01,Newfoundland and Labrador,"Household operations, furnishings and equipment",122.5
2021-01-01,Newfoundland and Labrador,"Household operations, furnishings and equipment",123.0
2021-02-01,Newfoundland and Labrador,"Household operations, furnishings and equipment",120.7
2021-03-01,Newfoundland and Labrador,"Household operations, furnishings and equipment",118.5
2021-04-01,Newfoundland and Labrador,"Household operations, furnishings and equipment",120.4
2021-05-01,Newfoundland and Labrador,"Household operations, furnishings and equipment",120.0
2021-06-01,Newfoundland and Labrador,"Household operations, furnishings and equipment",119.5
2021-07-01,Newfoundland and Labrador,"Household operations, furnishings and equipment",120.2
2021-08-01,Newfoundland and Labrador,"Household operations, furnishings and equipment",119.8
2021-09-01,Newfoundland and Labrador,"Household operations, furnishings and equipment",119.8
2021-10-01,Newfoundland and Labrador,"Household operations, furnishings and equipment",120.9
2021-11-01,Newfoundland and Labrador,"Household operations, furnishings and equipment",120.8
2018-01-01,Newfoundland and Labrador,Clothing and footwear,98.2
2018-02-01,Newfoundland and Labrador,Clothing and footwear,98.0
2018-03-01,Newfoundland and Labrador,Clothing and footwear,98.1
2018-04-01,Newfoundland and Labrador,Clothing and footwear,98.7
2018-05-01,Newfoundland and Labrador,Clothing and footwear,97.7
2018-06-01,Newfoundland and Labrador,Clothing and footwear,96.7
2018-07-01,Newfoundland and Labrador,Clothing and footwear,95.0
2018-08-01,Newfoundland and Labrador,Clothing and footwear,95.6
2018-09-01,Newfoundland and Labrador,Clothing and footwear,97.7
2018-10-01,Newfoundland and Labrador,Clothing and footwear,99.2
2018-11-01,Newfoundland and Labrador,Clothing and footwear,98.1
2018-12-01,Newfoundland and Labrador,Clothing and footwear,95.2
2019-01-01,Newfoundland and Labrador,Clothing and footwear,95.6
2019-02-01,Newfoundland and Labrador,Clothing and footwear,96.9
2019-03-01,Newfoundland and Labrador,Clothing and footwear,97.3
2019-04-01,Newfoundland and Labrador,Clothing and footwear,99.9
2019-05-01,Newfoundland and Labrador,Clothing and footwear,98.4
2019-06-01,Newfoundland and Labrador,Clothing and footwear,97.1
2019-07-01,Newfoundland and Labrador,Clothing and footwear,96.4
2019-08-01,Newfoundland and Labrador,Clothing and footwear,98.0
2019-09-01,Newfoundland and Labrador,Clothing and footwear,99.3
2019-10-01,Newfoundland and Labrador,Clothing and footwear,100.7
2019-11-01,Newfoundland and Labrador,Clothing and footwear,99.8
2019-12-01,Newfoundland and Labrador,Clothing and footwear,96.4
2020-01-01,Newfoundland and Labrador,Clothing and footwear,96.8
2020-02-01,Newfoundland and Labrador,Clothing and footwear,97.0
2020-03-01,Newfoundland and Labrador,Clothing and footwear,100.0
2020-04-01,Newfoundland and Labrador,Clothing and footwear,95.3
2020-05-01,Newfoundland and Labrador,Clothing and footwear,90.8
2020-06-01,Newfoundland and Labrador,Clothing and footwear,93.5
2020-07-01,Newfoundland and Labrador,Clothing and footwear,93.1
2020-08-01,Newfoundland and Labrador,Clothing and footwear,94.6
2020-09-01,Newfoundland and Labrador,Clothing and footwear,96.0
2020-10-01,Newfoundland and Labrador,Clothing and footwear,96.5
2020-11-01,Newfoundland and Labrador,Clothing and footwear,95.9
2020-12-01,Newfoundland and Labrador,Clothing and footwear,90.9
2021-01-01,Newfoundland and Labrador,Clothing and footwear,93.4
2021-02-01,Newfoundland and Labrador,Clothing and footwear,92.9
2021-03-01,Newfoundland and Labrador,Clothing and footwear,92.9
2021-04-01,Newfoundland and Labrador,Clothing and footwear,95.4
2021-05-01,Newfoundland and Labrador,Clothing and footwear,94.9
2021-06-01,Newfoundland and Labrador,Clothing and footwear,93.3
2021-07-01,Newfoundland and Labrador,Clothing and footwear,94.3
2021-08-01,Newfoundland and Labrador,Clothing and footwear,93.7
2021-09-01,Newfoundland and Labrador,Clothing and footwear,95.2
2021-10-01,Newfoundland and Labrador,Clothing and footwear,96.1
2021-11-01,Newfoundland and Labrador,Clothing and footwear,96.0
2018-01-01,Newfoundland and Labrador,Transportation,139.6
2018-02-01,Newfoundland and Labrador,Transportation,140.5
2018-03-01,Newfoundland and Labrador,Transportation,139.5
2018-04-01,Newfoundland and Labrador,Transportation,140.9
2018-05-01,Newfoundland and Labrador,Transportation,141.5
2018-06-01,Newfoundland and Labrador,Transportation,142.5
2018-07-01,Newfoundland and Labrador,Transportation,144.1
2018-08-01,Newfoundland and Labrador,Transportation,143.6
2018-09-01,Newfoundland and Labrador,Transportation,140.8
2018-10-01,Newfoundland and Labrador,Transportation,143.1
2018-11-01,Newfoundland and Labrador,Transportation,139.7
2018-12-01,Newfoundland and Labrador,Transportation,140.2
2019-01-01,Newfoundland and Labrador,Transportation,139.1
2019-02-01,Newfoundland and Labrador,Transportation,141.4
2019-03-01,Newfoundland and Labrador,Transportation,144.0
2019-04-01,Newfoundland and Labrador,Transportation,146.1
2019-05-01,Newfoundland and Labrador,Transportation,146.4
2019-06-01,Newfoundland and Labrador,Transportation,144.2
2019-07-01,Newfoundland and Labrador,Transportation,146.3
2019-08-01,Newfoundland and Labrador,Transportation,145.5
2019-09-01,Newfoundland and Labrador,Transportation,142.2
2019-10-01,Newfoundland and Labrador,Transportation,143.5
2019-11-01,Newfoundland and Labrador,Transportation,144.0
2019-12-01,Newfoundland and Labrador,Transportation,145.2
2020-01-01,Newfoundland and Labrador,Transportation,145.7
2020-02-01,Newfoundland and Labrador,Transportation,146.0
2020-03-01,Newfoundland and Labrador,Transportation,139.9
2020-04-01,Newfoundland and Labrador,Transportation,135.1
2020-05-01,Newfoundland and Labrador,Transportation,137.9
2020-06-01,Newfoundland and Labrador,Transportation,142.4
2020-07-01,Newfoundland and Labrador,Transportation,142.2
2020-08-01,Newfoundland and Labrador,Transportation,140.6
2020-09-01,Newfoundland and Labrador,Transportation,139.5
2020-10-01,Newfoundland and Labrador,Transportation,142.2
2020-11-01,Newfoundland and Labrador,Transportation,142.9
2020-12-01,Newfoundland and Labrador,Transportation,144.5
2021-01-01,Newfoundland and Labrador,Transportation,147.9
2021-02-01,Newfoundland and Labrador,Transportation,150.0
2021-03-01,Newfoundland and Labrador,Transportation,153.1
2021-04-01,Newfoundland and Labrador,Transportation,153.4
2021-05-01,Newfoundland and Labrador,Transportation,154.9
2021-06-01,Newfoundland and Labrador,Transportation,155.1
2021-07-01,Newfoundland and Labrador,Transportation,157.8
2021-08-01,Newfoundland and Labrador,Transportation,159.1
2021-09-01,Newfoundland and Labrador,Transportation,158.6
2021-10-01,Newfoundland and Labrador,Transportation,160.6
2021-11-01,Newfoundland and Labrador,Transportation,160.2
2018-01-01,Newfoundland and Labrador,Gasoline,158.6
2018-02-01,Newfoundland and Labrador,Gasoline,159.8
2018-03-01,Newfoundland and Labrador,Gasoline,160.0
2018-04-01,Newfoundland and Labrador,Gasoline,171.4
2018-05-01,Newfoundland and Labrador,Gasoline,179.2
2018-06-01,Newfoundland and Labrador,Gasoline,175.5
2018-07-01,Newfoundland and Labrador,Gasoline,176.3
2018-08-01,Newfoundland and Labrador,Gasoline,173.4
2018-09-01,Newfoundland and Labrador,Gasoline,172.0
2018-10-01,Newfoundland and Labrador,Gasoline,171.7
